title,artist,lyrics,listens,hotness,genres,genius ID,spotify ID
Danmarks Drenge,Søren Poppe,"

[Vers 1: Sofie Lassen-Kahlke & Søren Poppe + begge]
I et ganske lille land
Hvor himlen altid er blå
Er der altid folkefest
Når Danmarks drenge er ovenpå
Ingenting kan stoppe os
Når de danske drenge slås
Vi står sammen alle mand
Når vi når til Korea og Japan

[Bro: Sofie Lassen-Kahlke & Søren Poppe]
Olsenbanden
Har en skummel plan
Vi er på op og stå, vift med Dannebrog
Som en ægte roligan
I ka' bare komme an

[Omkvæd: Sofie Lassen-Kahlke & Søren Poppe]
Vi er Danmarks drenge
Og vi vil knokle alle mand
Så der bliver bølgegang på stadion
Og i det ganske danske land
Vi er Danmarks drenge
I ka' bare komme an
Tag krigsmaling på, vift med Dannebrog
Som en ægte roligan

[Vers 2: Sofie Lassen-Kahlke & Søren Poppe + begge]
Vi har lagt nationer ned
Og flere af dem på is
Dagens ret i østens land
Er Susi og Leo med kogte ris
Det er ikke særlig svært
Når man først har fået det lært
Vi serverer sambabold
Og spiser franskmænd til dessert

[Bro: Sofie Lassen-Kahlke & Søren Poppe]
Olsenbanden
Har en skummel plan
Vi er på op og stå, vift med Dannebrog
Som en ægte roligan
I ka' bare komme an

[Omkvæd: Sofie Lassen-Kahlke & Søren Poppe]
Vi er Danmarks drenge
Og vi vil knokle alle mand
Så der bliver bølgegang på stadion
Og i det ganske danske land
Vi er Danmarks drenge
I ka' bare komme an
Tag krigsmaling på, vift med Dannebrog
Som en ægte roligan

[Vers 3: Sofie Lassen-Kahlke & Søren Poppe]
Beckham, Vieri, Rivaldo (Olé)
Figo, Šuker, Zidane (Heh-heh-heh)
Beckham, Vieri, Rivaldo (Olé)
Figo, Šuker, Zidane (Arriva)
Danish dynamite er bedst
Så I ka' bare komme an
I ka' bare komme an

[Kontraststykke: Sofie Lassen-Kahlke & Søren Poppe]
Vi er Danmarks drenge
Og vi vil knokle alle mand
Så der bliver bølgegang på stadion
Og i det ganske danske land

[Omkvæd: Sofie Lassen-Kahlke & Søren Poppe]
Vi er Danmarks drenge
I ka' bare komme an
Tag krigsmaling på, vift med Dannebrog
Som en ægte roligan
Vi er Danmarks drenge
Og vi vil knokle alle mand
Så der bliver bølgegang på stadion
Og i det ganske danske land
Vi er Danmarks drenge
I ka' bare komme an
Tag krigsmaling på, vift med Dannebrog
Som en ægte roligan

[Outro: Søren Poppe]
Som en ægte roligan

",1110285,35,"['Football (Soccer)', 'Scandinavia', 'Danmark', 'Pop Genius']",2198931,0p030Tlxy9EBpA9Un2uSsh
Of the Mother Again,Jim James,"

[Verse 1]
Nothing ever stays like it was in the beginning
As time moves through we must choose to renew, to begin again
No song ever plays, nothing ever stays the same way for too long
Good or bad, short or sweet, skip a beat, close your eyes and it's gone

[Chorus]
Oh destiny
To be seated at the right hand of the mother again
Oh sweet relief
To know our effort pleases him

[Verse 2]
Were doing all we can to just stand, to just stand for whats right all along
Doing what it takes day by day
In our own way to make this earth feel like home
Even though, spirit soul, knows it's free to just be to just wander along

[Chorus]
Oh destiny
To be seated at the right hand of the mother again
Oh sweet relief
To know our effort pleases him

Looking for gold
Looking for gold

",858714,21,['Rock Genius'],706341,0pf50dEOfMpgS1DS79b5a9
Kom Håll Om Mig,Caramell,"

[Chorus]
Om håll om mig i natt
Jag vill vara dig nära
Bara du och jag
Oh vad du gör mig glad

[Verse 1]
Sitter här och väntar
Tiden går jag längtar
Efter att få vara med dig
Morsan bara gnäller
Hunden står och skller
Vantar på att alla ska gå
Snart så får vi va i fred
Ha huset for oss själva
Jag har fått en bra ide'
Skynda hit får du se

[Chorus]
Om håll om mig i natt
Jag vill vara dig nära
Bara du och jag
Oh vad du gör mig glad

[Verse 2]
Du och jag ska mysa
Sitta framför tv:n
Tänk dig vilken underbar dag
Om du börjar frysa
Ska jag hålla om dig
Varma dig och få dig må bra
Snart så får vi va i fred
Ha huset för oss själva
Jag har fått en bra ide'
Skynda hit får du se

[Chorus]
Om håll om mig i natt
Jag vill vara dig nära
Bara du och jag
Oh vad du gör mig glad

Om håll om mig i natt
Jag vill vara dig nära
Bara du och jag
Oh vad du gör mig glad

[Bridge]
Om håll om mig i natt
Jag vill vara dig nära
Bara du och jag
Oh vad du gör mig glad

[Chorus]
Om håll om mig i natt
Jag vill vara dig nära
Bara du och jag
Oh vad du gör mig glad

Om håll om mig i natt
Jag vill vara dig nära
Bara du och jag
Oh vad du gör mig glad

",0,0,['Pop Genius'],1101722,4OW4HLjfodZ43q1doAlOc5
Ma Homie Gawd,Clairmont The Second,"

[Intro/Pre-Chorus]

Met a pair of twins by my homie crib, shout out my homie God
And they both hot, hallelujah, damn, shout out my homie God
Rolling in an Ac, I don’t want a benz, shout out my homie God
Shout out my homie God, Shout out my, shout out my

[Verse 1: Clairmont The Second]

Had to hit them with the braids, yeah
Samson Sosa Delilah, aye
I don’t let tricks behind here, aye
Love my skin tone don’t light it up
All I do is win awards, yeah
All the girls I’m with is gorgeous, yeah
Bottom chick here before rich, aye
Burnt them leeches off my skin, aye
I’m the one God took time with, aye
I’m too busy for side chicks
A woman better than mine you can’t find it
Me and my homies about to go diamond
I was feeling like Job in 2010, I was tryna meet up with Hez at Roselands
Instead I got stuck in the back of an ambulance, now I feel like Corbin way I don’t dance
My house is falling apart every corner but shout out my homie God, aye
I haven’t seen a good dollar since touring but shout out my homie God, aye
A negro was laid off of work and I pulled out the resume that didn’t work
And I think I hit my bottom this can’t get worse, this my church so I shout out my homie God

(Pre-Chorus)

[Chorus]

Shout out my homie God, shout out my homie God (x3)
Shout out my (x6)

[Verse 2: Hezi]

I dropped Cereal & Wine
Feeling like the rap game mine
2017 brought a lot of stress
God said I’ma do just fine
Sinned for 20 years still alive, shout out my homie God
No suicide though I lost my mom, shout out my homie God
In high-school I did three proms, shout out my homie God
Dealt with an Asian at pre-prom, shout out my homie God
Homie introduced me to a dime, shout out my homie God
Around weed, never smoked a dime, shout out my homie God
Mama made me believe in Angels, shout out my homie God
Never do my bro like Cain did Abel, shout out my homie God
Never can you say devil changed my faith, shout out my homie God
Never can you say that my homie fake, we are the only guys
Who got an F in school, said F the school, still we are on the rise
I never saw the Devil as a threat, shout out my homie God
[Verse 2: Clairmont The Second]
God put a couple suffering to rest
A few funerals thinking we weren’t blessed
People dying, I can give a damn about debt
So I shout out my homie God

(Chorus)

",86710,11,['Rap Genius'],3260712,1MGIdad3nD1bGR3ZQCMP2L
I Woke Up in Supreme,RiverKinn,"

[Chorus]
I fell asleep in a queen
I know you know what I mean
I thought my life was a dream
Then I woke up in Supreme

[Verse]
You can see when I walk with a lean
That's from the weight on my back it would seem
Trying to carry my team
I feel like Jack when he buried the bean
Skating in Dayton and flossing in Austin
Breaking the fake and I'm tossing the option
Make no mistake, it all come with a cost
But you get what you take
When you know you the boss
Word up respect if you making it happen
Burn up a check on a steak & Sebastian
Trade in your soul for the fame and the fashion
Don't got a gun but she gripping a magnum
Puffing Aladdin, rolling up all of my Jasmine
Fuck in the back of the Saturn
Bumping the radio static, live in her attic
Split her in half like it's magic
Break down the weed on the tablet
Stick out her tongue for the acid
Taking the line if she cast it
She be my final disaster
Stuck in my head, all that you said
I play it over and over again
Caught in your web, I'ma be dead
I don't see any way else it could end

[Chorus]
I fell asleep in a queen
I know you know what I mean
I thought my life was a dream
Then I woke up in Supreme

",4080,4,['Rap Genius'],3734786,1W2QP5ce31Un5uVbgc7O2k
Misfocusing,Billie Piper,"

If I was the last person to know
How you cheated me
Did you think I could let go
Of your betrayal easily?
Oh no, it went deep
I lost a lot of sleep
Thinking I had no one to turn to

Oh I, oh I
Gotta stop the world misfocusing on me
Gotta stop the world misfocusing on me
How you ever gonna see clearly?
Are you ever gonna know the real me?
I gotta stop the world
I gotta stop the world
Gotta stop the world misfocusing on me

Oh I, oh I
I can't take all the misquotes and lies
Barbed wire bouquets
But you I never thought would stoop so low
I guess that goes to show
What you just don't know can really hurt you so
And I'm not sure who to trust anymore

Gotta stop the world misfocusing on me
Gotta stop the world misfocusing on me
Are you ever gonna see clearly?
How you ever gonna know the real me?
I gotta stop the world
I gotta stop the world
I gotta stop the world misfocusing on me

Oh I, oh I (Oh I)
Oh I, oh I (Oh I)
I can't deny it stresses me like no lover ever could
Makes me wonder why the world
Is such a jealous lover

Ask me what have I learned?
You gotta play the fool to catch the wise
Act the mute to hear the lies
What else, what else (What else)
And the rest, coming home is always the best
But a smile can hide a deadly weapon
And a friend you thought you could rely on
Don't you feel sorry for me, baby
Don't you feel sorry for me, baby

Oh I, oh I
Gotta stop the world misfocusing on me
Gotta stop the world misfocusing on me
Are you ever gonna see clearly?
How you ever gonna know the real me?
Gotta stop the world
Oh, I gotta stop the world
Gotta stop the world
Gotta stop the world misfocusing on me

Are you ever gonna see clearly?
How you ever gonna know the real me?
I gotta stop the world
I gotta stop the world misfocusing on me
Oh I, oh I, oh I...

",26075,7,['Pop Genius'],1049023,6fp3Nubg2fuT6cbeRCpLJI
IQ,​happysad,"

Mam swoich pięć punktów IQ
Gdzie mi tam do twoich dwudziestudwóch?

Nie myśleć chciałbym
Jak dzieli nas wiele
Nie myśleć chciałbym...
Zawsze będę już tym
Który do powiedzenia nie ma tu nic

Mam swój metr i trochę ponad pół
Gdzie mi tam do twoich niecałych dwóch?

Nie myśleć chciałbym
Jak dzieli nas wiele
Nie myśleć chciałbym...
Zawsze będę już tym
Który do powiedzenia nie ma tu nic
Już zawsze będę już tym
Który do powiedzenia nie ma tu nic

Pierwszym z brzegu
Obojętne, którym w szaro-burym szeregu Jednym z wielu...
Pierwszym z brzegu
Obojętne, którym w szaro-burym szeregu Jednym z wielu...

[Tekst i adnotacje na Rock Genius Polska]

",207159,22,"['Polska', 'Polski Rock', 'Rock Genius']",1364478,2SYRiMMgyNxEJC2R1R49AE
Bis sich alles dreht,Celo & Abdi,"

[Intro]
Ahh, A doppelt Z lack
SOTT, Che & A, Capital Bra
Bis sich alles dreht
Bis sich alles dreht
Bis sich alles dreht, dreht, dreht, dreht, dreht
Bis sich alles dreht, bis sich alles dreht
Bis sich alles dreht

[Hook]
Ein Zug du fängst an zu hyperventilieren
Dollars und E's, bis sich alles dreht
Bornheim 385er, bis sich alles dreht
Goldstein-Süd, ahh, bis sich alles dreht
Kuku, kuku, bis sich alles dreht
A-doppel-Z-Lack, bis sich alles dreht
Salla, Salla, bis sich alles dreht
Zehn Dinger Haze, bis sich alles dreht
Ein Zug, du fängst an zu hyperventilieren

[Part 1: Celo]
Bis sich alles dreht (woo) fick ich dein Leben
Celo 385er, Anfangsbuchstabe
Che wie Guevara (khrr), Lad die Schusswaffe
Drück ab und feuer', sechs aus der Trommel, bis sich alles dreht
Schieß auf euch Hunde, verwunde und lass' euch verbluten
Chivato, Chivato, nenn' mich nicht Bruder
Puši Kurac, lutsch Schwanz, mach dich ab
Bevor du skalpiert wirst, jag dich mit 'nem Tomahawk
Tassen hoch, Tassen hoch, Tassen hoch
Für alle die ihr Maul halten vor'm Staatsanwalt
Bis sich alles dreht wie der Mond am Horizont
Schleich' wie'n Skorpion vermummt um den Block sowieso
Bis sich alles dreht [wie der [?] im Kreis, Baseline [?]]

[Hook]
Dollars und E's, bis sich alles dreht
Bornheim 385er, bis sich alles dreht
Goldstein-Süd, ahh, bis sich alles dreht
Kuku, kuku, bis sich alles dreht
A-doppel-Z-Lack, bis sich alles dreht
Salla, Salla, bis sich alles dreht
Zehn Dinger Haze, bis sich alles dreht
Ein Zug, du fängst an zu hyperventilieren

[Part 2: Capital Bra]
Capital Bra ist da, es geht um Qualität
Hau' mit Stock auf dein'n Kopf, bis sich alles dreht
Also red nicht so viel, geh beiseite, cyka
Capi, nicht Booba, Nike, nicht Puma
Nenn mich nicht „Bruder“, ich will nur dein Cash
Fick' deine Mutter, es geht ums Geschäft
Und erzähl mir nicht: „Bruder, das geht nicht“
Ich dreh' mir noch ein'n, alles dreht sich
Ich stürm deine Wohnung mit 300 Kanaks
Celo und Abdi, Frankfurter Bratans
Du siehst die geladene Kalasch
Von Ukru's in Lada's
Du wirst gefickt sowie Schlampen im Hotel
Ich mein wie Schlampen im Bordel
Wer will Beef? Ich hab Panzer wie Rommel
Hajde Bra, dreh' mal die Trommel

[Hook]
Dollars und E's, bis sich alles dreht
Bornheim 385er, bis sich alles dreht
Goldstein-Süd, ahh, bis sich alles dreht
Kuku, kuku, bis sich alles dreht
A-doppel-Z-Lack, bis sich alles dreht
Salla, Salla, bis sich alles dreht
Zehn Dinger Haze, bis sich alles dreht
Ein Zug, du fängst an zu hyperventilieren

[Part 3: Abdi]
Alles dreht sich, oh man, Trauma
Wie auf der Dippemess, Taumler, Taumler
Bis du merkst, deine Mutter ist gefickt
Und nicht mehr weißt wo oben und unten ist
Wie Okocha Trick, Jay Jay
Bis sich alles dreht wie Beyblades
DJ, ey, Vinyl twelve Inch
Wie auf zwölf-zehner von Techniks
Real Life, kein Glücksrad
Welt ist keine Scheibe, [?]
Also geh' auf's ganze
Bis sich alles dreht hab 'n achter im Tandem
Adidas Tango, Italia achtzig
Tsubasa no friends, Ball ist sein Akhi
Stock im Po, Mexico, Flexio
Bis sich alles dreht, nach sechzehn Kurzen

[Hook]
Dollars und E's, bis sich alles dreht
Bornheim 385er, bis sich alles dreht
Goldstein-Süd, ahh, bis sich alles dreht
Kuku, kuku, bis sich alles dreht
A-doppel-Z-Lack, bis sich alles dreht
Salla, Salla, bis sich alles dreht
Zehn Dinger Haze, bis sich alles dreht
Ein Zug, du fängst an zu hyperventilieren



",1367015,35,"['Deutscher Rap', 'Deutschland', 'Rap Genius']",3272567,6KDo04jGo4oMHt8Tc12K5q
Panik,Bunkface,"

Berita mengatakan dunia
Penuduhan membabi buta
Sebaris sentiasa ada konspirasinya
Kini aku diperhati
Kanan kiri diawasi
Ancaman mereka tiada henti,aku hadapi
Chorus
Biarkan ku pergi juang
Berterbangan terus dan mati
Satu dunia sudah bersedia
Biarkan ku pergi juang
Rasanya kita ditemankan
Satu dunia sudah bersedia
Reformasi,panas hati
Kini semua beraksi
Ancaman mereka tiada makna
Kini aku diperhati
Kanan kiri diawasi
Ancaman mereka tiada henti aku hadapi
Chorus
Ku selalu berasingan jauh
Dan ku biarkan mulut celakamu
Kan ku tunggu,tunggu
Kebenaran ditentukan padaku,padamu,pada mereka yang setuju
Chorus

",265827,28,['Pop Genius'],888800,5n06oGXS5a3m8JBCO0e5D0
Power,DJ Oguretz,"

[Intro]
Hey

[Verse 1]
You are [?]
[?]
And [?] everybody
[?]

[Chorus]
I wanna see your power
[?] to me [?]
I wanna see your power
[?] to me [?] to me

[Verse 2]
You are [?]
[?]
And [?] everybody
[?]

[Chorus]
I wanna see your power
[?] to me [?]
I wanna see your power
[?] to me [?] to me

",11468,5,"['Русский поп (Russian Pop)', 'Pop Genius']",4072415,0XDZdfKYaJoPHckUtYZKOG
You Are Okay,Vroom,"

I've been reading what they say in the news
Hoping that I hear back from you
I wrote you this letter of explanation
A look at things from my point of view

It's a matter of supply and demand
Field research and capital gains
Success is just a product of sex and money
I've got the looks; they've got the brains

It's a necessary part of the job
Get maybe just a little involved
But most of our dealings were strictly business
I just wanted to know

If' you're okay and it's all right

Everybody's talking about
Who's with who and who's making out
Wouldn't we be better off making music
Instead of all this sleeping around?

Cause everyone here has a mistress
It's such a dirty business
If we put our heads together
The songs will live forever
I gotta get out of this hell-hole
I'm packing my things and I'm coming home

You're okay and it's alright
You're okay, is this alright
If I put my hand on your thigh?

But if it's okay then it's alright with me

",1078,0,['Rock Genius'],2152286,0ObXV3En6W7aokTAnn1Sk2
Springs of Joy,Redeemed (Indie),"

[Verse 1]
In You is the fountain
Moving the mountains
Parting the oceans
Always in motion

The cost of redemption
Paying the ransom
Leaving me speechless
Turning me inside out

[Hook]
All my springs of joy are in You

[Verse 2]
Our eyes are on fire
Burning desire
Now all of creation
Proclaim His salvation

[Pre-Chorus]
It’s for the Lord’s renown
It’s all for the Lord’s renown

[Chorus]
Like rain and snow do not return
To heaven without watering
So is my word and it will not return
To me empty
So you go out in joy
And be led forth in peace
The mountains and the hills they burst
Like beautiful songs before you

",160666,25,['Pop Genius'],3927215,7CFj32hzVC6QVPpACQGm7H
Déjame morir,D.L. Blando,"

Letra de ""Déjame morir""
[Estribillo]
I got 99 problems en mi software
Mis fantasmas aún buscan consuelo
Por todo mi sistema malware
Mis lágrimas cayendo hacia el cielo

Déjame morir, nada para mí God
Déjame morir
Nada para mí, déjame morir God
Déjame morir

[Verso 1]
Déjame morir, all fo' the ki
Ella no quiso que escapáramos lejos de aquí
Y ahora con los ladrones como cristo hasta el fin
Poco, poco, poco más me queda pa' mi

Ella buscaba escapar, yo no lo supe ni ver
Estaba por mí y ya no va a volver
La vida ya no me tardo en devolver
Soy dolor de mañana y ayer
Ese brillo que no va a volver
Describo colores que no pueden ver

Escupo lágrimas o me las trago por si
Desperdicio lo que tengo y se derrama el juicy
Yo rezaba cada noche agonizando por si
No quería que lloraras pero yo morir sí

[Estribillo]
I got 99 problems en mi software
Mis fantasmas aún buscan consuelo
Por todo mi sistema malware
Mis lágrimas cayendo hacia el cielo

Déjame morir, nada para mí God
Déjame morir
Nada para mí, déjame morir God
Déjame morir

[Verso 2]
No recuerdo cuando no estábamos presos
Ni del momento en el que dejamos de fingir
Ni aquel ocho de enero, el primer beso
Nos miramos a los ojos antes de morir

All around me are familiar faces
Worn out places, seguimos estando presos
Madworld, midnight expresso
Esta puta ansiedad me está quitando peso

No sé si está ahí arriba o estoy solo
Me mate y pulso la Z mientras daba Ctrl
Y ella estaba lejos como el sol, no hay alcohol
Yo me sigo consumiendo como el Nissan Repsol

[Estribillo]
I got 99 problems en mi software
Mis fantasmas aún buscan consuelo
Por todo mi sistema malware
Mis lágrimas cayendo hacia el cielo

Déjame morir, nada para mí God
Déjame morir
Nada para mí, déjame morir God
Déjame morir

",231492,20,"['Rap Genius', 'En Español']",3322058,256357Avo9P6LqA2gYB1ch
Emily Ratajkowski,Slawa,"

[Intro]
Ja Ja Ja Ja Ja Ja
Ja Ja Ja Ja Ja Ja
Ja Ja Ja Ja Ja Ja
Fr0st, ey

[Verse 1]
Sie macht alles für die Gang (für die Gang)
Sie folgt mir auf Instagram (Instagram)
Babe ich weiß das du mich magst (mich magst)
Ich kipp' dir liebe in dein Glas (Ja Ja)
Under sout under sout louri (louri)
Under sout under sout louri
Babe macht alles was ich will (ich will)
Babe lass uns heute chilln (Ja Ja)
Wir trinken Gin und keine Sprite (keine Sprite)
Wir smoken golds und keine lights (keine lights)
Die Gang weiß mein Babe ist nice (die Gang)
Und Babe singt all night
Für die Gang für die Gang (Ja Ja)
Für die Gang für die Gang (Ja Ja)
Für die Gang für die Gang (Ja Ja)
Ja Ja Ja Ja Ja Ja

[Hook]
Babe Ja Ja Ja Ja
Babe Ja Ja Ja Ja
Babe Ja Ja
Ja Ja Ja Ja Ja Ja
Ja Ja Ja
Ja Ja Ja Ja Ja Ja
Ja Ja Ja Ja

[Verse 2]
Sie trägt Chanel (Babe trägt Chanel)
Babe kommt jetzt mit in mein Hotel (in mein Hotel)
Sie zieht sich aus (Babe zieht sich aus)
Ich komm nie wieder aus ihr raus
Ihre Pussy glänzt (Na Na)
Babe cruised nur in 'nem Benz (Ja Ja )
Sie fährt in's Istanbul mit mir
Babe trinkt kein Bier vor vier
Komm wir segeln um die Welt (um die Welt)
Wir tun das was uns gefällt (was uns gefällt)
Babe will liebe und das Geld (das Geld)
Und Babe weiß ich bin ihr Held
Für die Gang für die Gang (Ja Ja)
Für die Gang für die Gang (Ja Ja)
Für die Gang für die Gang (Ja Ja)
Ja Ja Ja Ja Ja Ja

[Hook]
Babe Ja Ja Ja Ja
Babe Ja Ja Ja Ja
Babe Ja Ja
Ja Ja Ja Ja Ja Ja
Ja Ja Ja
Ja Ja Ja Ja Ja Ja
Ja Ja Ja Ja
​

",2549,0,"['Deutschland', 'Rap Genius']",4151384,1ASTryY5C3zONf4BDWLCPF
Baby It's Cold Outside,Virginia to Vegas,"

[Alyssa Reid, Virginia To Vegas]
I really can't stay
Baby it's cold outside
I've got to go away
Baby it's cold outside
This evening has been
Been hoping that you'd drop in
So very nice
I'll hold your hands, they're just like ice

My mother will start to worry
But beautiful, what's your hurry?
My father will be pacing the floor
Listen to the fireplace roar
So really I'd better scurry
Beautiful, please don't hurry
Well maybe just a half a drink more
Put some records on while I pour

The neighbors might think
Baby, it's bad out there
Say, what's in this drink?
No cabs to be had out there
I wish I knew how
Your eyes are like starlight now
To break this spell
I'll take your hat, your hair looks swell

I ought to say no, no, no, sir
Mind if I move in closer
At least I'm gonna say that I tried
What's the sense in hurting my pride?
I really can't stay
Baby don't hold out

[Alyssa Reid & Virginia To Vegas]
Oh, but it's cold outside

[Alyssa Reid, Virginia To Vegas]
I simply must go
Baby, it's cold outside
The answer is no
But baby, it's cold outside
This welcome has been
I'm lucky that you dropped in
So nice and warm
Look out the window at that storm

My sister will be suspicious
Gosh, your lips look delicious
And brother will be there at the door
Waves upon a tropical shore
My maiden aunt's mind is vicious
Oh, your lips are delicious
Well, maybe just another drink more
Never such a blizzard before

I've got to get home
Baby, you'll freeze out there
Say, lend me your coat
It's up to your knees out there
You've really been grand
I thrill when you touch my hand
But don't you see?
How can you do this thing to me?

There's bound to be talk tomorrow
Think of my lifelong sorrow
Well at least there will be plenty implied
If you caught pneumonia and died
I really can't stay
Get over that old out

[Alyssa Reid & Virginia To Vegas]
Baby it's cold outside

",1556627,23,['Pop Genius'],2951619,2geS45BIgEJ8JTU1qrWG1F
Angelic Encounters,Thanatos,"

(Lead:Paul)

(Chorus)
Cold winds blowing, darkness fills the skies
Fear is showing, panic in your eyes
Unknown forces, from the heavens above
Evil spirits, angelic shapes sent to destroy

Shapes of beauty, souls of rage
Released from heaven's golden gates
Their anger suppressed 2,000 years
Hypocrisy is running through their veins

The angels...are out for your blood
They cry out...a declaration of war
A war...to wipe out mankind
All evil...unleashed in this night

(lead:Paul)

(Repeat chorus)
Believers raise their hands up to the skies
Not realizing their faith is based on lies
Awaiting the arrival of their lord
Unknowing they'll be utterly destroyed

(Repeat 2nd verse)
The believers finally realize
The False One eternally idolized
Too late to fight the hand of fate
You're exposed to God's unholy rage

(Repeat chorus)

",2205,2,['Pop Genius'],1637323,2ELEktmq7OvIYf7Oncqaxb
Męska Muzyka,Waglewski Fisz Emade,"

To męska muzyka i męski rym
Trochę utyka, dużo wina w nim
Nieraz lekko sie słania i bredzi, i klnie
Bez udawania, ze jest innym niż jest
Sam wiesz

Raczej rzadko zawodzi
W sensie wzdycha i łka
Patos jej szkodzi, osłabia łza

Raczej rzadko zawodzi
W sensie można ufać jej
Nie powinna przysłodzić i pociechy mało w niej
Sam wiesz, sam wiem

Już od rana, przez cały dzień
Z łokcia, z kolana w łeb wpycha się
I każdej nocy aż po świt
Włazi oknami, wciska przez drzwi

A czasem miękcej bo nie ma co kryć
Że bez serducha nie ma po co żyć
Liryka bo muzyka, ni więcej, ni mniej
Jest rodzaju żeńskiego i kobiety mnóstwo w niej
Sam to wiesz

",154162,18,"['Rock Genius', 'Alternative Rock', 'Polska']",1450322,6BeNigtIeFFMFUf8tWLswy
Home Sweet Home,Peter Baumann,"

I want to be
I want to be

A stereotype and a modern man

No desire and no demand
No decision and no command

No intentions just keep off my conscience
No ambitions or silly hopes

I need to progress
I need no aim

No confusion and no concern
No attention and no regret

Home sweet home
Home sweet home

Home sweet home sweet home
This is where I want to be

",6143,0,['Pop Genius'],1132839,0ARZ03NeZaoIYrIUOBfE0n
Horizons (Intro),Source Act,"

[Hook: Joule]
Put your hands to the horizon and touch the sky x4

[Verse 1: NYX]
No minutes spared
No moments wasted
Another one gone, but another ones racing
By our line of site; blank spaces
Connected by rays of light, we're chasing
Success, not necessarily limelight
Although if the time's right
I'd like my time to shine bright
Like a blazing comet in the sky high
Touch the clouds as I fly by (fly by)

It's a notch on the belt that we're making
No waiting, we're taking music that we made and
Placing a larger meaning on its face then
Gracing the world with its meaning
It's amazing what we made in
Such a short amount of time
And we'll keep making just greater
Whether we're under the radar or get famous
It's a gift to show one or a million that we made this

",0,0,['Rap Genius'],2378388,7gpnh7GuDHgsSpr7CGBV9h
Help Wanted (feat. Dez),Tennessee Shine,"

[Chorus]
Help wanted, lookin' for a good time
Must be willin' and able to party all night
Hit a backroad and sip moonshine
I'm just a man lookin' for a good time
Help wanted, lookin' for my good time
Five foot five with some blue eyes
Skin tight jeans and shake it all night
I'm just a man lookin' for a good time (Let's go)
Help wanted

[Verse 1: Dez]
I'm feelin' awesome, but I'm rollin' by my lonesome
Everybody sayin' that they're tired so I'm gone son
Headin' out the drive quarter past 10
And the sun gon' be up before I roll back in
Got the windows rolled down as I ride through the country
Radio cranked while I'm lookin' for some company
Eyes peeled for somewhere I can turn loose
Bonfire Willie, stack the wood where I can burn through
Now I can get a little wild and crazy by myself
But it's a little more fun when I got some help
So help wanted, submit your application
Experience a person and engage in a conversation
Dirt road ridin' in them lifted high toys
Commin' 'round the bend with them Tennessee Shine boys
Goin' strong, rooster crowin' in the mornin'
Hangin' out the window while yellin' help wanted

[Chorus]
Help wanted, lookin' for a good time
Must be willin' and able to party all night
Hit a backroad and sip moonshine
I'm just a man lookin' for a good time
Help wanted, lookin' for my good time
Five foot five with some blue eyes
Skin tight jeans and shake it all night
I'm just a man lookin' for a good time
Help wanted

[Verse 2]
I need a drinkin' buddy
A girl that ain't afraid to get that ass a little muddy
Someone willin' to backroad from here to Kentucky
At a moments notice just 'cause I'm feelin' lucky
I'm lookin' for an angel with Devilish features
Weekends a stripper, weekdays a teacher
A surgeon with a pistol ready to perform procedure
A girl that likes that music loud enough to blow the speakers
A lady in the streets, a freak on a dirt road
Can't keep her in a seat, she up on a console
Got the cooler in the bed where the Natty's ice cold
And she's climbin' out to get 'em through the back window
I know, I know my criteria is unreachable
But the way you lookin' right now we could do the unspeakable
I told her ""Get dressed, baby girl you're hired""
She said ""I need a hand these jeans fresh out the dryer""

[Chorus]
Help wanted, lookin' for a good time
Must be willin' and able to party all night
Hit a backroad and sip moonshine
I'm just a man lookin' for a good time
Help wanted, lookin' for my good time
Five foot five with some blue eyes
Skin tight jeans and shake it all night
I'm just a man lookin' for a good time
Help wanted, lookin' for a good time
Must be willin' and able to party all night
Hit a backroad and sip moonshine
I'm just a man lookin' for a good time
Help wanted, lookin' for my good time
Five foot five with some blue eyes
Skin tight jeans and shake it all night
I'm just a man lookin' for a good time

",130763,24,"['Country Rap', 'Rap Genius', 'Country Genius']",3843027,5nNQkeu39TPkceK4KQEvj4
Kansantalouden Saavutusten Näyttely,CMX,"

Käärmeenmuna - he sanoivat, käyrät kääntyy laskuun
Ei suunnattomaan taskuun mahdu enää yhtäkään
Ne verkot heiluu reikäisinä kuivumassa liasta
Kun saalis liian valtava sai järven kuivumaan

Kuningas on kuollut eläköön se sattuma
Lastut kiitää lainehilla täynnä riemua
Ei venettä ei puuta, pelkkä suuri vapaus
Ja merenrannan tuntumassa tyly paljastus

Jokainen on pelastettu, jokainen on täytetty
Sokaisevaan ilmiasuun omaisuudet käytetty
Käy jonoon veli, jok'ikinen saa täältä täyden särpimen
Voi, loppuiko se nyt jo, anteeks' suo ja kuole pois

Kohtalona perinnön on kirjastona roihuta
Kun lukutaidottomat säikkyy ensipakkasta
Ja tuki kanssaihmisten on hyöty täysin ilmainen
Vaan mitenpä käy lempeyslainan palautuksessa

Lukoin turvattuihin maihin
Kansat kaikkivaltiaat
Jättäkää, oi jättäkää ne
Rauhaan kaatopaikoillaan

",32962,6,['Pop Genius'],1528495,6TRmNGKxBeWUlvsgg7OM3h
